prodcode,quantity,price_usd,weight_lb,product,date,city
4225,271,1.3239534692373127,10.859113703994081,Avocado,Jan 23,Boston
4225,244,2.794685342651792,3.554726725770161,Avocado,Jan 23,Boston
4225,149,1.4051218624343165,20.61461457326077,Avocado,Jan 23,Boston
4225,470,0.6692464873893187,3.9902593614067885,Avocado,Jan 23,Boston
4225,459,3.048435713408981,9.508125684643165,Avocado,Jan 23,Boston
4225,229,2.9622823326033543,14.189466714300217,Avocado,Jan 23,Boston
4225,209,2.1422681345255117,12.168997075967491,Avocado,Jan 23,Boston
4225,486,1.5207957441569306,8.303693545330317,Avocado,Jan 23,Boston
4796,264,1.4987861586967484,6.2823217623401435,Tomato,Jan 23,Boston
4796,485,3.002462610031944,15.0812860195525,Tomato,Jan 23,Boston
4796,497,2.759955832746346,16.07732622358017,Tomato,Jan 23,Boston
4796,207,0.932113567495253,15.296496536675841,Tomato,Jan 23,Boston
4796,360,2.525529611343518,2.9752054114360367,Tomato,Jan 23,Boston
4796,133,3.035004312125966,9.124034343194218,Tomato,Jan 23,Boston
4796,202,2.5051870629657063,8.331772104557604,Tomato,Jan 23,Boston
4030,174,2.3159074647235687,3.7519158878829333,Kiwi,Jan 23,Boston
4030,188,2.023589947447181,4.908715613558889,Kiwi,Jan 23,Boston
4030,383,1.4614562385948375,15.324560362193735,Kiwi,Jan 23,Boston
4030,145,1.7109210580354557,18.392912374576554,Kiwi,Jan 23,Boston
4030,289,1.8347515505272896,10.940169818606229,Kiwi,Jan 23,Boston
4030,371,2.275397748872638,7.249639899935574,Kiwi,Jan 23,Boston
4030,277,1.6535287382546813,10.751655487483369,Kiwi,Jan 23,Boston
4030,440,2.9988600992481227,5.103261762112379,Kiwi,Jan 23,Boston
4030,418,2.0986580232973213,13.762818072084338,Kiwi,Jan 23,Boston
4159,244,1.1464852314209566,21.91146081602201,Onion,Jan 23,Boston
4159,399,1.2729362755315379,2.6072016579099,Onion,Jan 23,Boston
4159,393,1.6072333465097473,5.489661211054773,Onion,Jan 23,Boston
4159,490,1.8748803952010349,9.96029238314368,Onion,Jan 23,Boston
4159,122,2.9468061796622353,19.390141020994633,Onion,Jan 23,Boston
4159,142,0.6635752892005258,20.969975587073716,Onion,Jan 23,Boston
4159,495,1.526680247928016,7.087279322883115,Onion,Jan 23,Boston
4159,431,0.7981601249892265,18.45863575492986,Onion,Jan 23,Boston
4159,422,0.7443509666016326,15.427691270736979,Onion,Jan 23,Boston
4159,468,0.7253977806656622,11.30239984355867,Onion,Jan 23,Boston
4159,102,3.245514923601877,19.04180147717707,Onion,Jan 23,Boston
4240,281,2.43630078767892,9.730899011110887,Blueberries,Jan 23,Boston
4240,356,2.5790353966411206,8.638468068093061,Blueberries,Jan 23,Boston
4240,451,1.2711690557305702,19.518633179692554,Blueberries,Jan 23,Boston
4240,375,2.7506745274411517,13.536027034558357,Blueberries,Jan 23,Boston
4240,400,3.0065848798956725,14.08272793707438,Blueberries,Jan 23,Boston
4240,150,2.909184611355886,16.214991739112886,Blueberries,Jan 23,Boston
4240,111,0.9156797663425096,8.251807040488348,Blueberries,Jan 23,Boston
4240,437,3.1111535777570682,12.024350428348408,Blueberries,Jan 23,Boston
4404,414,1.2023009389056825,20.192247991403566,Peach,Jan 23,Boston
4404,417,1.6214257166837343,14.189249438187108,Peach,Jan 23,Boston
4404,118,3.2328889839234765,10.765019681071863,Peach,Jan 23,Boston
4404,198,1.6914231233648025,17.348065665597098,Peach,Jan 23,Boston
4404,390,1.814561417978257,14.606111596571283,Peach,Jan 23,Boston
4404,274,1.8409958178643138,13.944808827480303,Peach,Jan 23,Boston
3302,271,3.149883099726867,14.891183850029485,Apricot,Jan 23,Boston
3302,387,2.688689432584215,2.845926580531523,Apricot,Jan 23,Boston
3302,287,2.7632506197085607,7.9316490166820595,Apricot,Jan 23,Boston
3302,142,0.8870423903106712,15.653567541297527,Apricot,Jan 23,Boston
3302,206,2.0982970809680412,12.612725987471642,Apricot,Jan 23,Boston
4062,295,1.7933443277259358,13.381089213630185,Cucumber,Jan 23,Boston
4062,429,3.0828473631525415,17.992367716366427,Cucumber,Jan 23,Boston
4062,247,2.376950382557698,21.36792877665721,Cucumber,Jan 23,Boston
4062,138,1.5365098882000894,6.6490133490413434,Cucumber,Jan 23,Boston
4062,425,2.7294347544782798,13.257016052119434,Cucumber,Jan 23,Boston
4062,157,2.8374526368104855,17.131081299297513,Cucumber,Jan 23,Boston
4131,371,1.6324987345840782,17.00387267903425,Apple (Fuji),Jan 23,Boston
4131,258,1.9622013247688304,19.81991513660178,Apple (Fuji),Jan 23,Boston
4131,438,2.5950342507683675,13.49668771699071,Apple (Fuji),Jan 23,Boston
4131,275,1.523437243315857,19.168606460187586,Apple (Fuji),Jan 23,Boston
4131,163,3.0645184537395838,5.0015100458636885,Apple (Fuji),Jan 23,Boston
4131,346,1.6495272528962233,7.002791088400409,Apple (Fuji),Jan 23,Boston
4131,495,0.683198811148759,15.001879656268285,Apple (Fuji),Jan 23,Boston
4131,439,3.0497769290348518,14.017735488852487,Apple (Fuji),Jan 23,Boston
4131,235,0.6067879272857681,8.832909185951577,Apple (Fuji),Jan 23,Boston
4134,321,1.5947814885992557,5.331818659603596,Apple (Gala),Jan 23,Boston
4134,355,0.8770549481385388,11.15974305807613,Apple (Gala),Jan 23,Boston
4134,384,1.0688372165430338,19.026092733675615,Apple (Gala),Jan 23,Boston
4134,367,1.9184511468745769,7.234595141466707,Apple (Gala),Jan 23,Boston
4412,140,1.3308530566398986,14.256944023817779,Pear,Jan 23,Boston
4412,318,1.557961264869664,12.737083349144088,Pear,Jan 23,Boston
4412,397,1.5194230073364452,20.90207394119352,Pear,Jan 23,Boston
4412,164,2.9449776993831622,11.410330903343857,Pear,Jan 23,Boston
4412,436,0.6681883126264438,19.97261642101221,Pear,Jan 23,Boston
4412,341,0.7874297456117347,3.557283974019811,Pear,Jan 23,Boston
4412,197,1.0454083327902481,11.97955013238825,Pear,Jan 23,Boston
4412,360,2.4925666406168605,19.769796400284395,Pear,Jan 23,Boston
4412,104,0.5794310269528069,15.748996145091953,Pear,Jan 23,Boston
4412,120,3.068072719103657,13.55003122710623,Pear,Jan 23,Boston
4412,438,0.609288343647495,13.333598692622036,Pear,Jan 23,Boston
4412,423,2.639140862110071,7.000889563979581,Pear,Jan 23,Boston
4412,462,1.8691334040020593,16.916262981900946,Pear,Jan 23,Boston
4412,378,2.690178728674073,8.671635501179844,Pear,Jan 23,Boston
4412,385,1.8577152171754279,16.90772031634115,Pear,Jan 23,Boston
4309,212,2.4032463606679815,18.622913290839644,Lychee,Jan 23,Boston
4309,468,3.0306419689557518,15.145291004981846,Lychee,Jan 23,Boston
