prodcode,quantity,price_usd,weight_lb,product,date,city
4412,412,1.6607460449566134,17.248574955994265,Pear,Jan 23,Austin
4412,334,0.652324107720051,10.42514892681502,Pear,Jan 23,Austin
4412,130,1.0195476199267433,14.671054698852823,Pear,Jan 23,Austin
4412,459,0.6364906550268643,14.200088469451295,Pear,Jan 23,Austin
4412,237,0.9321723686414771,12.746351613011212,Pear,Jan 23,Austin
4412,271,3.207630053756293,3.8821225321851673,Pear,Jan 23,Austin
4412,348,1.9161987273371779,11.586224258784206,Pear,Jan 23,Austin
4412,373,2.8048796235350895,4.648537414288149,Pear,Jan 23,Austin
4412,354,3.052116398420185,9.802435752609746,Pear,Jan 23,Austin
4412,473,1.9497841920354406,8.161876217089594,Pear,Jan 23,Austin
4062,260,2.007777346891817,16.164014432299883,Cucumber,Jan 23,Austin
4062,102,2.729409760341514,6.490273691713811,Cucumber,Jan 23,Austin
4062,222,2.5384462471236477,11.766429183492438,Cucumber,Jan 23,Austin
4062,226,1.359059180726763,16.26478515826166,Cucumber,Jan 23,Austin
4062,324,2.297565759229474,10.913664511591197,Cucumber,Jan 23,Austin
4062,471,3.1563760976539927,9.418978684442118,Cucumber,Jan 23,Austin
4062,317,2.4702100191614593,3.1933232176583264,Cucumber,Jan 23,Austin
4062,381,2.570836136536673,3.7494735727086668,Cucumber,Jan 23,Austin
4272,312,2.3805298482300716,20.93836752534844,Grapes,Jan 23,Austin
4272,191,1.1873649259330705,4.601725860964507,Grapes,Jan 23,Austin
4272,231,2.1621550687821585,20.866171201411635,Grapes,Jan 23,Austin
4272,491,2.588010621094145,18.47460297914222,Grapes,Jan 23,Austin
4272,144,1.7426352477748879,16.945682659046724,Grapes,Jan 23,Austin
4272,151,3.2294638363644483,4.29064878099598,Grapes,Jan 23,Austin
4272,313,1.6838543447782286,5.116251513874158,Grapes,Jan 23,Austin
4078,222,1.2122528248117306,17.326482938835397,Corn,Jan 23,Austin
4078,405,1.0142838384606876,12.407822068873793,Corn,Jan 23,Austin
4078,145,1.043281850765925,9.465328458603473,Corn,Jan 23,Austin
4078,426,1.5478973810793832,3.155684255901724,Corn,Jan 23,Austin
4078,267,2.5344687743461694,11.083176225423815,Corn,Jan 23,Austin
4796,112,2.3027471072971823,20.739427398331465,Tomato,Jan 23,Austin
4796,139,1.962030101870187,18.10809531947598,Tomato,Jan 23,Austin
4131,497,3.235169615026098,21.649766681250185,Apple (Fuji),Jan 23,Austin
4131,420,2.5657618107041347,18.587957855733112,Apple (Fuji),Jan 23,Austin
4131,290,2.1415936360252092,13.03595929038711,Apple (Fuji),Jan 23,Austin
4011,175,2.0967003048397603,6.303204624075443,Banana,Jan 23,Austin
4011,191,1.5275926555739716,17.478994556702673,Banana,Jan 23,Austin
4011,243,2.752070824801922,14.921610338333995,Banana,Jan 23,Austin
4011,322,1.2654240321251564,18.28344604475424,Banana,Jan 23,Austin
4081,492,1.627193508797791,10.512341170385481,Eggplant,Jan 23,Austin
4081,227,0.9622255399706774,17.208036053553226,Eggplant,Jan 23,Austin
4081,133,2.916977278783452,19.486067353095862,Eggplant,Jan 23,Austin
4081,150,2.11649073160952,17.209921576501802,Eggplant,Jan 23,Austin
4081,347,3.2815214587142694,20.354027753276753,Eggplant,Jan 23,Austin
4081,469,0.785004433314316,21.680345333367587,Eggplant,Jan 23,Austin
4081,415,0.8929643180570566,18.37263691877015,Eggplant,Jan 23,Austin
4012,463,1.4985659105121159,18.945841302722695,Orange,Jan 23,Austin
4012,381,0.961532343889121,6.7593209570739425,Orange,Jan 23,Austin
4012,335,2.0592326775193217,7.1213346648029985,Orange,Jan 23,Austin
4012,100,1.2388648728490808,17.834704961348326,Orange,Jan 23,Austin
4012,422,2.1219786061672496,19.644022108474747,Orange,Jan 23,Austin
4012,365,0.8546106327092275,12.823983306530865,Orange,Jan 23,Austin
4012,286,2.630479997384828,8.68493610378355,Orange,Jan 23,Austin
4012,231,1.2255685164825991,17.039551716297865,Orange,Jan 23,Austin
4012,332,2.7999374863109554,5.0780874493531885,Orange,Jan 23,Austin
